district_id,district_name,month,month_of_year,beds_required,available_bed_capacity,occupied_beds,unmet_demand,emergency_cases,icu_required,oxygen_required,medical_kits_required,beds_lag_1,beds_lag_2,beds_lag_3,beds_lag_12,beds_roll_3,beds_roll_12,growth_3m_pct,target_next_month_beds
D8,Bharatpur,22,11,100,86,86,14,6,13,21,11,98.0,114.0,111.0,97.0,107.66666666666667,99.5,-14.035087719298245,101.0
D8,Bharatpur,23,12,101,85,85,16,8,9,17,12,100.0,98.0,114.0,100.0,104.0,99.75,-9.909909909909908,95.0
D8,Bharatpur,24,1,95,85,80,10,6,9,17,12,101.0,100.0,98.0,90.0,99.66666666666667,99.83333333333333,-11.403508771929827,99.0
D8,Bharatpur,25,2,99,88,88,11,6,12,18,11,95.0,101.0,100.0,87.0,98.66666666666667,100.25,-3.0612244897959218,90.0
D8,Bharatpur,26,3,90,87,77,3,6,12,15,10,99.0,95.0,101.0,92.0,98.33333333333333,101.25,-1.0000000000000009,92.0
D8,Bharatpur,27,4,92,85,81,7,7,12,21,13,90.0,99.0,95.0,87.0,94.66666666666667,101.08333333333333,-10.89108910891089,101.0
D8,Bharatpur,28,5,101,85,85,16,9,13,19,13,92.0,90.0,99.0,97.0,93.66666666666667,101.5,-3.157894736842104,114.0
D8,Bharatpur,29,6,114,89,89,25,7,12,27,10,101.0,92.0,90.0,107.0,94.33333333333333,101.83333333333333,2.020202020202011,126.0
D8,Bharatpur,30,7,126,87,87,39,7,16,22,11,114.0,101.0,92.0,114.0,102.33333333333333,102.41666666666667,26.66666666666666,116.0
D8,Bharatpur,31,8,116,88,88,28,8,13,26,14,126.0,114.0,101.0,111.0,113.66666666666667,103.41666666666667,36.956521739130444,112.0
D8,Bharatpur,32,9,112,85,85,27,9,10,24,16,116.0,126.0,114.0,114.0,118.66666666666667,103.83333333333333,14.851485148514843,112.0
D8,Bharatpur,33,10,112,85,85,27,9,10,26,17,112.0,116.0,126.0,98.0,118.0,103.66666666666667,-1.7543859649122862,108.0
D8,Bharatpur,34,11,108,88,88,20,6,12,19,13,112.0,112.0,116.0,100.0,113.33333333333333,104.83333333333333,-11.111111111111116,112.0
D9,Bhilwara,12,1,102,102,90,0,6,9,27,11,106.0,106.0,115.0,103.0,109.0,109.58333333333333,-2.752293577981646,101.0
D9,Bhilwara,13,2,101,99,84,2,7,14,22,10,102.0,106.0,106.0,94.0,104.66666666666667,109.5,-11.304347826086957,102.0
D9,Bhilwara,14,3,102,101,88,1,8,10,23,16,101.0,102.0,106.0,103.0,103.0,110.08333333333333,-4.716981132075471,108.0
D9,Bhilwara,15,4,108,101,100,7,10,12,28,16,102.0,101.0,102.0,102.0,101.66666666666667,110.0,-3.7735849056603765,120.0
D9,Bhilwara,16,5,120,100,100,20,7,16,20,14,108.0,102.0,101.0,115.0,103.66666666666667,110.5,5.882352941176472,124.0
D9,Bhilwara,17,6,124,97,97,27,11,18,31,18,120.0,108.0,102.0,124.0,110.0,110.91666666666667,18.811881188118807,124.0
D9,Bhilwara,18,7,124,101,101,23,11,17,27,17,124.0,120.0,108.0,120.0,117.33333333333333,110.91666666666667,21.568627450980383,116.0
D9,Bhilwara,19,8,116,102,102,14,7,16,28,12,124.0,124.0,120.0,118.0,122.66666666666667,111.25,14.814814814814813,113.0
D9,Bhilwara,20,9,113,98,98,15,8,15,21,14,116.0,124.0,124.0,109.0,121.33333333333333,111.08333333333333,-3.3333333333333326,112.0
D9,Bhilwara,21,10,112,98,98,14,9,14,22,16,113.0,116.0,124.0,115.0,117.66666666666667,111.41666666666667,-8.870967741935488,115.0
D9,Bhilwara,22,11,115,103,101,12,7,16,24,11,112.0,113.0,116.0,106.0,113.66666666666667,111.16666666666667,-9.677419354838712,111.0
D9,Bhilwara,23,12,111,99,92,12,7,11,20,14,115.0,112.0,113.0,106.0,113.33333333333333,111.91666666666667,-0.8620689655172376,120.0
D9,Bhilwara,24,1,120,100,100,20,10,13,28,17,111.0,115.0,112.0,102.0,112.66666666666667,112.33333333333333,-1.7699115044247815,106.0
D9,Bhilwara,25,2,106,102,89,4,7,10,30,13,120.0,111.0,115.0,101.0,115.33333333333333,113.83333333333333,7.14285714285714,114.0
D9,Bhilwara,26,3,114,97,92,17,8,16,19,14,106.0,120.0,111.0,102.0,112.33333333333333,114.25,-7.826086956521738,114.0
D9,Bhilwara,27,4,114,103,98,11,10,12,28,17,114.0,106.0,120.0,108.0,113.33333333333333,115.25,2.7027027027026973,120.0
D9,Bhilwara,28,5,120,99,99,21,9,12,28,16,114.0,114.0,106.0,120.0,111.33333333333333,115.75,-5.000000000000004,130.0
D9,Bhilwara,29,6,130,103,103,27,11,14,27,18,120.0,114.0,114.0,124.0,116.0,115.75,13.207547169811317,127.0
D9,Bhilwara,30,7,127,102,102,25,8,11,25,13,130.0,120.0,114.0,124.0,121.33333333333333,116.25,14.035087719298245,123.0
D9,Bhilwara,31,8,123,102,102,21,11,15,24,19,127.0,130.0,120.0,116.0,125.66666666666667,116.5,11.403508771929815,118.0
D9,Bhilwara,32,9,118,100,97,18,10,17,26,20,123.0,127.0,130.0,113.0,126.66666666666667,117.08333333333333,2.499999999999991,117.0
D9,Bhilwara,33,10,117,100,100,17,7,11,28,13,118.0,123.0,127.0,112.0,122.66666666666667,117.5,-9.230769230769232,103.0
D9,Bhilwara,34,11,103,102,85,1,7,12,23,13,117.0,118.0,123.0,115.0,119.33333333333333,117.91666666666667,-7.874015748031493,117.0
D10,Pali,12,1,87,82,75,5,7,10,21,10,91.0,83.0,76.0,87.0,83.33333333333333,90.25,8.333333333333325,81.0
D10,Pali,13,2,81,79,75,2,5,10,21,9,87.0,91.0,83.0,81.0,87.0,90.25,14.473684210526304,89.0
D10,Pali,14,3,89,83,76,6,8,8,18,14,81.0,87.0,91.0,84.0,86.33333333333333,90.25,-2.409638554216864,89.0
D10,Pali,15,4,89,84,79,5,8,12,21,13,89.0,81.0,87.0,97.0,85.66666666666667,90.66666666666667,-2.197802197802201,101.0
D10,Pali,16,5,101,84,81,17,6,12,27,12,89.0,89.0,81.0,101.0,86.33333333333333,90.0,2.298850574712641,104.0
D10,Pali,17,6,104,80,80,24,9,15,19,14,101.0,89.0,89.0,104.0,93.0,90.0,24.691358024691358,93.0
D10,Pali,18,7,93,81,81,12,8,10,18,16,104.0,101.0,89.0,103.0,98.0,90.0,16.85393258426966,92.0
D10,Pali,19,8,92,83,83,9,8,13,25,12,93.0,104.0,101.0,92.0,99.33333333333333,89.16666666666667,4.494382022471921,85.0
D10,Pali,20,9,85,81,73,4,7,11,14,10,92.0,93.0,104.0,84.0,96.33333333333333,89.16666666666667,-8.910891089108908,81.0
D10,Pali,21,10,81,82,76,0,5,7,21,9,85.0,92.0,93.0,76.0,90.0,89.25,-18.26923076923077,77.0
D10,Pali,22,11,77,82,66,0,7,7,19,13,81.0,85.0,92.0,83.0,86.0,89.66666666666667,-12.903225806451612,77.0
D10,Pali,23,12,77,84,66,0,4,7,21,8,77.0,81.0,85.0,91.0,81.0,89.16666666666667,-16.30434782608695,77.0
D10,Pali,24,1,77,81,71,0,5,11,17,8,77.0,77.0,81.0,87.0,78.33333333333333,88.0,-9.411764705882353,85.0
D10,Pali,25,2,85,80,75,5,7,11,14,13,77.0,77.0,77.0,81.0,77.0,87.16666666666667,-4.938271604938271,83.0
D10,Pali,26,3,83,82,76,1,6,12,19,12,85.0,77.0,77.0,89.0,79.66666666666667,87.5,10.389610389610393,90.0
D10,Pali,27,4,90,84,76,6,8,13,22,16,83.0,85.0,77.0,89.0,81.66666666666667,87.0,7.792207792207795,95.0
D10,Pali,28,5,95,82,80,13,5,13,22,8,90.0,83.0,85.0,101.0,86.0,87.08333333333333,16.883116883116877,100.0
D10,Pali,29,6,100,80,80,20,6,9,27,9,95.0,90.0,83.0,104.0,89.33333333333333,86.58333333333333,11.764705882352944,95.0
D10,Pali,30,7,95,85,80,10,8,13,17,15,100.0,95.0,90.0,93.0,95.0,86.25,20.481927710843383,86.0
D10,Pali,31,8,86,84,69,2,7,12,18,12,95.0,100.0,95.0,92.0,96.66666666666667,86.41666666666667,5.555555555555558,78.0
D10,Pali,32,9,78,82,66,0,6,8,18,9,86.0,95.0,100.0,85.0,93.66666666666667,85.91666666666667,-9.473684210526311,81.0
D10,Pali,33,10,81,83,66,0,7,9,17,11,78.0,86.0,95.0,81.0,86.33333333333333,85.33333333333333,-21.999999999999996,80.0
D10,Pali,34,11,80,83,67,0,5,7,19,8,81.0,78.0,86.0,77.0,81.66666666666667,85.33333333333333,-14.73684210526316,81.0
D11,Sri Ganganagar,12,1,96,89,89,7,7,9,21,11,98.0,91.0,88.0,93.0,92.33333333333333,101.75,-2.0000000000000018,103.0
D11,Sri Ganganagar,13,2,103,89,87,14,7,13,24,13,96.0,98.0,91.0,100.0,95.0,102.0,9.090909090909083,109.0
D11,Sri Ganganagar,14,3,109,91,91,18,10,10,30,17,103.0,96.0,98.0,106.0,99.0,102.25,13.186813186813184,113.0
D11,Sri Ganganagar,15,4,113,91,91,22,9,13,23,14,109.0,103.0,96.0,114.0,102.66666666666667,102.5,11.22448979591837,120.0
D11,Sri Ganganagar,16,5,120,89,89,31,9,12,25,18,113.0,109.0,103.0,116.0,108.33333333333333,102.41666666666667,17.708333333333325,119.0
D11,Sri Ganganagar,17,6,119,90,90,29,9,14,26,16,120.0,113.0,109.0,114.0,114.0,102.75,16.50485436893203,109.0
D11,Sri Ganganagar,18,7,109,93,93,16,8,12,23,13,119.0,120.0,113.0,108.0,117.33333333333333,103.16666666666667,9.174311926605494,104.0
D11,Sri Ganganagar,19,8,104,93,93,11,9,12,19,13,109.0,119.0,120.0,93.0,116.0,103.25,-3.539823008849563,98.0
D11,Sri Ganganagar,20,9,98,91,81,7,6,9,18,10,104.0,109.0,119.0,100.0,110.66666666666667,104.16666666666667,-13.33333333333333,90.0
D11,Sri Ganganagar,21,10,90,88,79,2,6,12,21,10,98.0,104.0,109.0,88.0,103.66666666666667,104.0,-17.647058823529417,94.0
D11,Sri Ganganagar,22,11,94,91,82,3,7,11,16,13,90.0,98.0,104.0,91.0,97.33333333333333,104.16666666666667,-17.431192660550455,98.0
D11,Sri Ganganagar,23,12,98,93,79,5,6,9,20,11,94.0,90.0,98.0,98.0,94.0,104.41666666666667,-9.615384615384615,102.0
D11,Sri Ganganagar,24,1,102,91,91,11,8,13,24,15,98.0,94.0,90.0,96.0,94.0,104.41666666666667,0.0,102.0
D11,Sri Ganganagar,25,2,102,94,92,8,6,11,18,12,102.0,98.0,94.0,103.0,98.0,104.91666666666667,13.33333333333333,113.0
D11,Sri Ganganagar,26,3,113,90,90,23,7,11,27,13,102.0,102.0,98.0,109.0,100.66666666666667,104.83333333333333,8.51063829787233,109.0
D11,Sri Ganganagar,27,4,109,88,88,21,10,15,30,17,113.0,102.0,102.0,113.0,105.66666666666667,105.16666666666667,15.306122448979597,116.0
D11,Sri Ganganagar,28,5,116,89,89,27,7,15,21,11,109.0,113.0,102.0,120.0,108.0,104.83333333333333,6.8627450980392135,109.0
D11,Sri Ganganagar,29,6,109,88,88,21,9,15,26,17,116.0,109.0,113.0,119.0,112.66666666666667,104.5,13.725490196078427,117.0
D11,Sri Ganganagar,30,7,117,89,89,28,10,16,21,19,109.0,116.0,109.0,109.0,111.33333333333333,103.66666666666667,-3.539823008849563,108.0
D11,Sri Ganganagar,31,8,108,90,90,18,10,11,25,17,117.0,109.0,116.0,104.0,114.0,104.33333333333333,7.339449541284404,95.0
D11,Sri Ganganagar,32,9,95,92,77,3,9,14,15,15,108.0,117.0,109.0,98.0,111.33333333333333,104.66666666666667,-6.896551724137934,93.0
D11,Sri Ganganagar,33,10,93,89,86,4,7,9,24,13,95.0,108.0,117.0,90.0,106.66666666666667,104.41666666666667,-12.844036697247708,96.0
D11,Sri Ganganagar,34,11,96,91,79,5,6,9,27,10,93.0,95.0,108.0,94.0,98.66666666666667,104.66666666666667,-20.512820512820518,101.0
